state,year,metric,value
WP Putrajaya,2021,Perempuan Female,21600.0
WP Putrajaya,2022,Perempuan Female,23200.0
WP Putrajaya,2023,Perempuan Female,24100.0
WP Putrajaya,2024,Perempuan Female,24600.0
WP Putrajaya,2020,Tenaga Buruh 18.2 18.7 20.6 21.2 21.6 Labour Force Bekerja 17.9 18.4 20.2 21.0 21.4 Employed Penganggur 0.2 * 0.3* 0.4* 0.2* 0.2 Unemployed Luar Tenaga Buruh 2.4 2.9 2.6 2.9 3.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.1 86.4 88.8 87.9 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.4 1.4 1.9 1.1 1.0 Graduates Unemployment Rate,
WP Putrajaya,2021,Tenaga Buruh 18.2 18.7 20.6 21.2 21.6 Labour Force Bekerja 17.9 18.4 20.2 21.0 21.4 Employed Penganggur 0.2 * 0.3* 0.4* 0.2* 0.2 Unemployed Luar Tenaga Buruh 2.4 2.9 2.6 2.9 3.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.1 86.4 88.8 87.9 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.4 1.4 1.9 1.1 1.0 Graduates Unemployment Rate,
WP Putrajaya,2022,Tenaga Buruh 18.2 18.7 20.6 21.2 21.6 Labour Force Bekerja 17.9 18.4 20.2 21.0 21.4 Employed Penganggur 0.2 * 0.3* 0.4* 0.2* 0.2 Unemployed Luar Tenaga Buruh 2.4 2.9 2.6 2.9 3.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.1 86.4 88.8 87.9 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.4 1.4 1.9 1.1 1.0 Graduates Unemployment Rate,
WP Putrajaya,2023,Tenaga Buruh 18.2 18.7 20.6 21.2 21.6 Labour Force Bekerja 17.9 18.4 20.2 21.0 21.4 Employed Penganggur 0.2 * 0.3* 0.4* 0.2* 0.2 Unemployed Luar Tenaga Buruh 2.4 2.9 2.6 2.9 3.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.1 86.4 88.8 87.9 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.4 1.4 1.9 1.1 1.0 Graduates Unemployment Rate,
WP Putrajaya,2024,Tenaga Buruh 18.2 18.7 20.6 21.2 21.6 Labour Force Bekerja 17.9 18.4 20.2 21.0 21.4 Employed Penganggur 0.2 * 0.3* 0.4* 0.2* 0.2 Unemployed Luar Tenaga Buruh 2.4 2.9 2.6 2.9 3.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.1 86.4 88.8 87.9 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.4 1.4 1.9 1.1 1.0 Graduates Unemployment Rate,
WP Putrajaya,2020,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Putrajaya,2021,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Putrajaya,2022,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Putrajaya,2023,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Putrajaya,2024,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
